"","X1","business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes.GoodForKids","attributes.RestaurantsReservations","attributes.GoodForMeal","attributes.BusinessParking","attributes.Caters","attributes.NoiseLevel","attributes.RestaurantsTableService","attributes.RestaurantsTakeOut","attributes.RestaurantsPriceRange2","attributes.OutdoorSeating","attributes.BikeParking","attributes.Ambience","attributes.HasTV","attributes.WiFi","attributes.Alcohol","attributes.RestaurantsAttire","attributes.RestaurantsGoodForGroups","attributes.RestaurantsDelivery","attributes.BusinessAcceptsCreditCards","attributes.BusinessAcceptsBitcoin","attributes.ByAppointmentOnly","attributes.AcceptsInsurance","attributes.Music","attributes.GoodForDancing","attributes.CoatCheck","attributes.HappyHour","attributes.BestNights","attributes.WheelchairAccessible","attributes.DogsAllowed","attributes.BYOBCorkage","attributes.DriveThru","attributes.Smoking","attributes.AgesAllowed","attributes.HairSpecializesIn","attributes.Corkage","attributes.BYOB","attributes.DietaryRestrictions","attributes.Open24Hours","attributes.RestaurantsCounterService","categories","hours.Monday","hours.Tuesday","hours.Wednesday","hours.Thursday","hours.Friday","hours.Saturday","hours.Sunday"
"150",65218.1,"mhDG_wtuyTDr-c0rgfEMpQ","Ru Yi Noodle House","3743 S Las Vegas Blvd, Ste 106","Las Vegas","NV","89109",36.10677,-115.17215,3,55,1,"True",TRUE,"{'dessert': False","'latenight': False","'lunch': False","'dinner': False","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}",NA,NA,NA,"True","2","True","False","{'touristy': False","'hipster': False","'romantic': False","'divey': False","'intimate': False","'trendy': False","'upscale': False","'classy': False","'casual': False}","True","'no'","'beer_and_wine'","'casual'","True","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",36704,"Ol8xTV40YoLuig2gFNqe3g","Popeyes Louisiana Kitchen","5985 Mavis Road","Mississauga","ON","L5R 3T7",43.61243,-79.69389,3,22,1,"True",FALSE,"{'dessert': False","'latenight': False","'lunch': False","'dinner': False","'brunch': False","'breakfast': False}",NA,"True","u'very_loud'","False","True","2","False","True",NA,"True","'no'","'none'","'casual'","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,"Chicken Wings, Fast Food, American (Traditional), Restaurants","11:0-23:0","11:0-23:0"
"152",139593,"LVfuIFZ7j1uuQHlk3xAIbw","The North On Centre Public House","2820 Centre Street NE","Calgary","AB","T2A 7P5",51.05219,-113.99354,4,7,1,NA,NA,NA,NA,NA,NA,NA,"True","2",NA,NA,"{'touristy': False","'hipster': False","'romantic': False","'intimate': False","'trendy': False","'upscale': False","'classy': False","'casual': False}",NA,NA,NA,"'casual'","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nightlife, Restaurants, Pubs, Sports Bars, Bars, Pizza"
"153",11174.1,"nzUA0vgcta7OPwpWPbe7Ug","Crostini Sandwiches","231 North St","Madison","WI","53704",43.10302,-89.34996,4,88,1,"True",FALSE,"{'dessert': False","'latenight': False","'lunch': True","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': True","'validated': False","'lot': False","'valet': False}","True","u'average'",NA,"True","1","True","True","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': True}","True","'no'","u'none'","u'casual'","False","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",165530.1,"S2eGygYWQB2yyb3-neKTlw","7 Numbers Danforth","307 Danforth Avenue E","Toronto","ON","M4K 1N7",43.67696,-79.35385,3.5,88,1,"True",TRUE,"{'dessert': False","'latenight': False","'lunch': False","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': True","'validated': False","'lot': False","'valet': False}","True","u'loud'",NA,"True","2","True","True","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': True}","False","u'no'","u'full_bar'","u'casual'","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",162239.1,"AOWP-Th_u8C3qLfOlaC0ng","Johnny Rockets","5000 Arizona Mills Cir, Ste 235, Arizona Mills","Tempe","AZ","85282",33.38354,-111.9638,3,73,1,"True",FALSE,"{'dessert': False","'latenight': False","'lunch': True","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","False","'average'","True","True","2","False","True","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': True}","False","u'no'","u'none'","'casual'","True","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",82466,"eJqXp3qfBfk48aCVTOh9cQ","Première Moisson","5500 Avenue de Monkland","Montréal","QC","H4A 1C7",45.47655,-73.62142,4,15,1,"True",FALSE,"{'dessert': True","'latenight': False","'lunch': False","'dinner': False","'brunch': True","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}","False","u'quiet'",NA,"True","1","True","True","{'touristy': False","'hipster': False","'romantic': False","'intimate': False","'trendy': False","'upscale': False","'classy': False","'casual': False}","False","'free'","u'none'","u'casual'","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",17478.1,"65hBODeVEvHwi6jWMhR1ww","Jimmy John's","836 W St Clair Ave","Cleveland","OH","44113",41.4994,-81.69967,3.5,5,1,"True",FALSE,"{'dessert': False","'latenight': False","'lunch': False","'dinner': False","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}","True","'average'","True","True","1","True",NA,"{'touristy': False","'hipster': False","'romantic': False","'divey': False","'intimate': False","'trendy': False","'upscale': False","'classy': False","'casual': False}","False","'no'",NA,NA,"True","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",94043.1,"NCayC7-QUer-1m-UW_71Yg","Mahipar Kabab","1450 Kingston Road","Pickering","ON","L1V 1C1",43.84145,-79.084,3.5,6,0,"True",NA,"{'dessert': False","'latenight': False","'lunch': False","'dinner': False","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}",NA,"u'average'","True","True","2","False",NA,"{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': False}","True","u'free'",NA,"u'casual'","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",3735,"ru3VLU8kPeYWkxeG4yaZBQ","Natalino","364 Chemin Bord du Lac","Dorval","QC","H9S 2A5",45.44066,-73.72894,4,8,1,NA,TRUE,"{'dessert': False","'latenight': False","'lunch': False","'dinner': False","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}",NA,"u'quiet'","True",NA,"2","True",NA,"{'touristy': False","'hipster': False","'romantic': False","'intimate': False","'trendy': False","'upscale': False","'classy': False","'casual': False}",NA,NA,"u'full_bar'","u'casual'","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",98124,"9Jo1pu0y2zU6ktiwQm6gNA","Coconut's Fish Cafe","1155 W Ocotillo Rd, Ste 1","Chandler","AZ","85248",33.24685,-111.86619,4,255,1,"True",FALSE,"{'dessert': False","'latenight': False","'lunch': True","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","False","'average'","False","True","2","True","True","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': True}","True","u'free'","u'beer_and_wine'","'casual'","True","False","True",NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA
"161",75514.1,"m8qJtl3l6QXJMnNxN6LQRQ","Jennifer's Catering & Events","3603 E Indian School Rd, Ste A","Phoenix","AZ","85018",33.49516,-112.00415,4,10,1,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Event Planning & Services, American (Traditional), Caterers, Ethiopian",NA,NA,"8:0-21:0","8:0-21:0","8:0-22:0","8:0-22:0","8:0-21:0"
"162",36463,"4cPRznhtVzBMq0ePOD2Zvw","Coconut Hut","1430 W Warner Rd, Ste 148","Gilbert","AZ","85233",33.33612,-111.8225,4,148,0,"True",TRUE,"{'dessert': False","'latenight': False","'lunch': True","'dinner': False","'brunch': True","'breakfast': True}","{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","True","'quiet'","False","True","2","True","True","{'touristy': False","'hipster': True","'romantic': False","'divey': False","'intimate': False","'trendy': False","'upscale': False","'classy': False","'casual': True}","True","u'free'","u'none'","'casual'","True","True","True",NA,"False",NA,NA,NA,NA,NA,NA,"True","True",NA
"163",23789.1,"RnxOmwWVsJC87ztJPrHsig","Red Wok Express","7509 W Encanto Blvd","Phoenix","AZ","85035",33.47198,-112.22132,3.5,33,0,"True",FALSE,"{'dessert': False","'latenight': False","'lunch': False","'dinner': False","'brunch': False","'breakfast': False}",NA,NA,NA,"False","True","1","False","True",NA,"True","'no'","'none'","'casual'","True","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,"Chinese, Fast Food, Restaurants","10:30-22:0","10:30-22:0"
"164",191134.1,"AZbmXu6sJgwD3Kkkx7_yfA","French Quarter Cafe","5540 Wallings Rd","North Royalton","OH","44133",41.33139,-81.72546,3,4,0,"True",NA,NA,"{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}",NA,"u'quiet'",NA,"True","2","True",NA,NA,NA,NA,"u'none'","u'casual'",NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Sandwiches",NA,NA,NA
"165",39049.1,"XVS-zdj4Z6TihagZcZZ7pQ","Mikado Sushi","3125 S Alma School Rd","Chandler","AZ","85248",33.26122,-111.85696,3.5,200,1,"True",FALSE,"{'dessert': False","'latenight': False","'lunch': True","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","False","u'average'",NA,"True","2","False","True","{'romantic': False","'intimate': False","'touristy': False","'hipster': False","'divey': False","'classy': False","'trendy': False","'upscale': False","'casual': True}","True","u'no'","u'beer_and_wine'","'casual'","True","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'yes_free'"
"166",33016,"2nGab5EU6uEmhlI_ovplOw","Ristorante Portovino","8940 Boulevard Leduc, Unit 30","Brossard","QC","J4Y 0G4",45.70174,-73.64257,3,19,1,"True",TRUE,"{'dessert': False","'latenight': False","'lunch': True","'dinner': False","'brunch': True","'breakfast': False}",NA,"False","u'average'",NA,"False","3","False","False","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': True","'upscale': False","'casual': False}","False","u'free'","u'none'","u'casual'","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",31850,"7PeHmWoovUlH8pK6tJNn8A","Jimmy the Greek","3401 Dufferin Street","North York","ON","M6A 2T9",43.7259,-79.45151,3,7,1,"True",FALSE,NA,"{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}","False","u'average'",NA,"True","2","False","False","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': False}","False","u'free'",NA,"u'casual'","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",170305,"utR8Ei5_c2CRAIffpYtdZQ","Matt's Big Breakfast","400 E Rio Salado Pkwy","Tempe","AZ","85281",33.43018,-111.93267,3.5,281,1,"True",FALSE,"{'dessert': False","'latenight': False","'lunch': True","'dinner': False","'brunch': True","'breakfast': True}","{'garage': True","'street': False","'validated': False","'lot': False","'valet': False}","True","u'average'","True","True","2","True","True","{'touristy': False","'hipster': False","'romantic': False","'divey': False","'intimate': False","'trendy': False","'upscale': False","'classy': False","'casual': True}","False","'free'","'beer_and_wine'","'casual'","True","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",151997,"Wd3xGiBYqX_N6wqOAoHsQw","Pho Hung Restaurant","200 Bloor Street West","Toronto","ON","M5S 1T8",43.66857,-79.3954,3,49,0,"True",FALSE,NA,"{'garage': False","'street': True","'validated': False","'lot': False","'valet': False}","False","u'average'",NA,"True","1","False",NA,"{'romantic': False","'intimate': False","'classy': False","'upscale': False","'touristy': False","'trendy': False","'hipster': False","'casual': True}","False","u'no'","u'beer_and_wine'","u'casual'","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",126551,"bgvm73MMjC2f5qo_RgXOXg","Halcyon","500 S Tryon St","Charlotte","NC","28202",35.22442,-80.84825,4,280,1,"False",TRUE,"{'dessert': False","'latenight': False","'lunch': True","'dinner': True","'brunch': False","'breakfast': False}","{'garage': True","'street': False","'validated': False","'lot': False","'valet': False}","True","u'average'",NA,"True","3","True","True","{'touristy': False","'hipster': False","'romantic': False","'divey': False","'intimate': False","'trendy': True","'upscale': False","'classy': False","'casual': False}","False","u'no'","u'full_bar'","u'dressy'","True","False","True",NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA
"171",141114,"lvas_XHTdlLIFOcPZO6cGw","Margarita Fiesta Room","229 Carlton Street","Toronto","ON","M5A 2L2",43.664,-79.36861,3,17,0,"True",NA,NA,"{'garage': False","'street': True","'validated': False","'lot': False","'valet': False}",NA,"u'loud'",NA,"True","2","True",NA,"{'romantic': False","'intimate': False","'classy': False","'hipster': False","'touristy': False","'trendy': False","'upscale': False","'casual': False}",NA,NA,"u'full_bar'","u'casual'","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",110851,"m8qGdllgcUSqZmcryQWM9A","McDonald's","4910 N Market St","Champaign","IL","61822",40.178,-88.24027,1.5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Burgers, Food, Coffee & Tea, Fast Food","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-1:0","5:0-1:0","6:0-0:0"
"173",156173,"Anv4b83inZ-Sp7xdRAF1dw","La Frontera","1361 Chestnut Ln","Matthews","NC","28104",35.07023,-80.69929,4,20,0,"True",TRUE,"{'dessert': False","'latenight': False","'lunch': False","'dinner': False","'brunch': False","'breakfast': False}",NA,NA,NA,NA,"True","1","False",NA,NA,"True","u'free'",NA,"'casual'","True","False","True",NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Gluten-Free, Vegetarian, Mexican","11:0-21:0","11:0-21:0"
"174",16382.1,"1rcbwatcpKDahegIcsTxJg","Sushi Shop","280 Blvd D'anjou","Châteauguay","QC","J6J",45.35845,-73.71953,4.5,3,1,NA,FALSE,"{'dessert': False","'latenight': False","'lunch': False","'dinner': False","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}",NA,"u'quiet'","True","True","2",NA,"True","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': False}",NA,NA,"u'none'","u'casual'","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",29401.1,"1qukytvAndMQU2QeIE1KLw","Taco Bell","2118 W Craig Rd","North Las Vegas","NV","89032",36.23944,-115.17245,2.5,25,1,"True",FALSE,"{'dessert': False","'latenight': False","'lunch': False","'dinner': False","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}",NA,"'average'","False","True","1","False","False","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': False}","False","'no'","'none'","'casual'","True","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",51.1,"mlHC2XcU9Bows6cnYEmRgg","Mad Crush Wine Bar","582 College Street","Toronto","ON","M6G 1B3",43.65542,-79.41335,4,9,0,"False",TRUE,"{'dessert': False","'latenight': False","'lunch': False","'dinner': False","'brunch': False","'breakfast': False}","{'garage': False","'street': True","'validated': False","'lot': False","'valet': False}","False",NA,"True","True","3","True","True","{'touristy': False","'hipster': False","'romantic': False","'intimate': False","'trendy': False","'upscale': False","'classy': False","'casual': False}","False","u'free'","u'full_bar'","'dressy'","True","False",NA,NA,NA,NA,"{'dj': False","'background_music': False","'no_music': False","'jukebox': False","'live': False","'video': False","'karaoke': False}",NA,"False"
"177",162122.1,"l0Ha_6cUewXN9OAK0Xdk_Q","Perkins Restaurant & Bakery","5180 Tiedeman Rd","Brooklyn","OH","44144",41.41984,-81.75901,3,8,0,"True",FALSE,NA,"{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}",NA,NA,NA,"True","2","False","True","{'touristy': False","'hipster': False","'romantic': False","'divey': False","'intimate': False","'trendy': False","'upscale': False","'classy': False","'casual': False}","False","'no'","'none'","'casual'","True","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",167,"SvUvVEr9cTjS-PJQ9MuckQ","Caffeine","1448 Lawrence Avenue E","Toronto","ON","M4A 2S6",43.74256,-79.31425,4.5,30,1,"True",FALSE,"{'dessert': False","'latenight': False","'lunch': False","'dinner': False","'brunch': True","'breakfast': True}","{'garage': True","'street': False","'validated': False","'lot': False","'valet': False}","True","u'average'","False","True","1","False","True","{'touristy': False","'hipster': True","'romantic': False","'intimate': False","'trendy': False","'upscale': False","'classy': False","'casual': True}","False","u'free'","u'none'","u'casual'","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False",NA,NA
"179",99568,"jeC-gLw7vmD52JXdgPqxNw","La Baraque du Vieux","401 Rue Saint-Vincent","Montréal","QC","H2Y 3A4",45.50701,-73.55291,4,15,1,"False",FALSE,NA,"{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}",NA,"u'loud'","True","True","2","True","False","{'touristy': False","'hipster': False","'romantic': False","'intimate': False","'trendy': False","'upscale': False","'classy': False","'casual': False}","True","'free'","u'full_bar'","'casual'","True",NA,NA,NA,NA,NA,"{'dj': False","'background_music': True","'no_music': False","'jukebox': False","'live': False","'video': False","'karaoke': False}","False",NA,"True",NA,NA,NA,NA
"180",43070,"1uAZaTHYn9rqTFtOl3sDEQ","McDonald's","33560 Aurora Rd","Solon","OH","44139",41.38459,-81.44009,1.5,5,0,NA,FALSE,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,"False","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fast Food, Burgers, Restaurants",NA,NA,NA,NA,NA,NA,NA
"181",63493,"0VtWeDkqzj9CE3MF0geWYA","Peaktop Restaurant","3235 Hwy 7","Markham","ON","L3R 3P3",43.84837,-79.34879,2.5,27,0,"True",TRUE,NA,"{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","False","u'average'",NA,"True","2","False","False","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': True}","False","u'no'","u'beer_and_wine'","u'casual'","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",64925.1,"qAGdFpQR56Zso5zDRC-1Ag","Hoku Poke Bar","107 17 Avenue SE","Calgary","AB","T2G 1H3",51.03764,-114.06292,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poke, Hawaiian, Food, Restaurants","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0"
"183",42748,"FxAFcPLRwRpU6CBBoZTbaA","Ville Emard Pizza & Submarines","6078 Laurendeau Rue","Montréal","QC","H4E 3X5",45.45761,-73.58821,4.5,14,1,"True",TRUE,"{'dessert': False","'latenight': False","'lunch': False","'dinner': False","'brunch': True","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}","False","u'quiet'",NA,"True","2","False","False","{'touristy': False","'hipster': False","'romantic': False","'intimate': False","'trendy': False","'upscale': False","'classy': False","'casual': True}","True","u'no'","'none'","'casual'","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",166200,"pKk7jCFIm96qDdk0laVT2w","StripSteak","3950 S Las Vegas Blvd","Las Vegas","NV","89119",36.09119,-115.17657,4,1169,1,"False",TRUE,"{'dessert': False","'latenight': False","'lunch': False","'dinner': True","'brunch': False","'breakfast': False}","{'garage': True","'street': False","'validated': False","'lot': False","'valet': False}","False","u'average'",NA,"False","4","False","False","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': True","'casual': False}","True","u'no'","'full_bar'","'dressy'","True","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"'yes_corkage'"
"185",130603.1,"6RxtO_MxnLwZ7D7iYDE8Jg","Ricks Cafe","86 N Main St","Chagrin Falls","OH","44022",41.43209,-81.39215,3,74,0,"True",TRUE,NA,"{'garage': False","'street': True","'validated': False","'lot': False","'valet': False}","False","u'average'",NA,"True","2","True","True","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': True}","True","u'free'","u'full_bar'","u'casual'","True","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",133404.1,"d_jIXqycK0BBH16CqvqX0g","Nouilles Etc","6666 Rue Sherbrooke E","Montréal","QC","H1N",45.5832,-73.54247,3.5,6,1,NA,TRUE,"{'dessert': False","'latenight': False","'lunch': False","'dinner': False","'brunch': False","'breakfast': False}","{'garage': False","'street': True","'validated': True","'lot': True","'valet': False}","True","u'quiet'","True","True","1","False","True","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': False}","True","u'free'","u'full_bar'","u'casual'","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","True",NA
"187",96458,"PVeabNks9iMxt5C12AR3cA","Speedway Grill & Cafe","Charlotte International Airport","Charlotte","NC","28208",35.21138,-80.93772,3,10,1,"True",FALSE,NA,NA,NA,NA,NA,"True","2","False",NA,NA,NA,NA,NA,"'casual'","True","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cafes, Restaurants, Food, American (Traditional), Breakfast & Brunch",NA,NA,NA,NA,NA,NA,NA
"188",54432,"zi1a03avfAZO43vwX1gNkg","Long's Chinese Food","1448 17th Avenue SW","Calgary","AB","T2T 0C8",51.03784,-114.09575,4,8,1,"False",TRUE,NA,"{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}",NA,"u'quiet'",NA,"True","2","False","False","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': False}","False","'no'","'none'","'casual'","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",32713,"hhU7jioc95mLYqGyR05nbA","Pâtisserie St Martin","2495 Boulevard Saint-Martin E","Laval","QC","H7E 4X6",45.59992,-73.68409,5,8,1,NA,NA,NA,NA,NA,NA,NA,"True","2",NA,"False",NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Event Planning & Services, Bakeries, Sandwiches, Imported Food, Caterers, Restaurants, Food, Patisserie/Cake Shop","7:0-21:0","7:0-21:0","7:0-21:0","7:0-21:0","7:0-21:0","7:0-21:0","7:0-21:0"
"190",186486,"uQ-tZhhl4St_NztpCLOWsQ","European's Best Restaurant & Bakery","19608 W 130th St","Strongsville","OH","44136",41.27866,-81.78606,4,20,1,"True",TRUE,"{'dessert': False","'latenight': False","'lunch': False","'dinner': False","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}",NA,NA,NA,"True","2","False","True","{'touristy': False","'hipster': False","'romantic': False","'divey': False","'intimate': False","'trendy': False","'upscale': False","'classy': False","'casual': False}","False",NA,NA,"'casual'","True","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",192331.1,"GVnaMB4Kgg6i04-HRkEa1w","Cowtastic Frozen Yogurt","465 Valleybrook Rd, Ste 200","McMurray","PA","15317",40.27939,-80.08446,5,18,1,NA,NA,NA,"{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}",NA,NA,NA,"False","1",NA,NA,NA,NA,"u'free'",NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice Cream & Frozen Yogurt, Food, Desserts, Juice Bars & Smoothies, Restaurants","0:0-0:0","12:30-21:0","12:30-21:0"
"192",108665,"y2I0Yt6yr48ZgUvR3Pe7Fw","Quiznos","6611 McKee Rd","Madison","WI","53719",43.01484,-89.49834,3.5,9,1,"True",NA,NA,"{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}","True",NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fast Food, Delis, Restaurants, Sandwiches","10:0-21:0","10:0-21:0","10:0-21:0"
"193",141076.1,"pVJ1g_-Pbc4LkjMUUaLADw","International Bistro","10220 W McDowell Rd","Avondale","AZ","85392",33.46592,-112.28032,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sushi Bars, Persian/Iranian, American (New), Mexican, Restaurants","11:0-21:30","11:0-21:30","11:0-21:30","11:0-21:30","11:0-21:30","11:0-21:30","11:0-21:30"
"194",54687,"ybuWu6uOrEZQBTKxWDoixg","Eggstyle","800 Boulevard Le Corbusier","Laval","QC","H7N 0A8",45.55694,-73.7253,4,5,0,"True",TRUE,NA,"{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}","False","u'average'",NA,"False","2","False","False","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': True}","False","u'free'","u'none'","u'casual'","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
